english,farsi
Tariq Aziz,طارق عزیز
tarlatan,سمنقر
tarnish,کدر شدن
tarnish,کدر کردن
tarnish,کدورت
tarnish,کدر
tarpaulin,برزنت
tarragon,طرخون
tarred,قیر اندود
tarry,درنگ کردن
Tarsa,ترسا
tarsus,خرده پا
tart,ترش
tart,مزه غوره
tart,زن هرزه
tartan,پارچه پیچازی
Tartar,تاتار
Tartar,تاتار
tartar emetic,انتجمون مقی
tartaric,جوش ترش
Tartaric,تاتاری
tartaric acid,اسید تارتاریک
tartarous,دردی شکل
Tarzan,تارزان
Tashkent,تاشکند
task,کار
task,تکلیف
taskmaster,مباشر ظالم
taskwork,کار معلوم
Tasooa,تاسوعا
Tass News Agency,خبرگزاری ایتار تاس
tassel,کاکل ذرت
tassel,منگوله
tassel,منگله
tassel,شرابه
tassel,اویز زدن
tastable,چشیدنی
taste,چشیدن
taste,ذوقی
taste,مزه دادن
taste,زبان زدن
taste,مزه
taste,مزه کردن
taste,طعم
taste,مزیدن
taste,ذائقه
taste,لب زدن
taste,چشاپی
taste,سلیقه
taste,مزمزه
taste,مذاق
tasteful,خوش ذوق
tasteful,خوش سلیقه
tasteful,با ذوق
tasteful,باسلیقه
tasteful,باذوق
tasteless,بی نمک
tasteless,بیمزه
tasteless,بیذوق
tasteless,بی ذوق
tasteless,بی سلیقه
tasteless,بی مزاح
tasteless,بی مزه
tasteless,بی طعم
tastelessness,بیمزه بودن
tastelessness,بی مزگی
taster,مزهسنج
taster,چشنده
taster,مزهسنج
tastes,سلق
tastiness,خوش مزگی
tastiness,خوشمزگی
tasting,چشش
tasting,چشایی
tasting,مزهمزه
tasty,لذیذ
tasty,خوش طعم
tasty,خوشمزه
tasty,بامزه
tasty,گوارا
tasty,خوش مزه
tasty,خوش ذائقه
tasty,خوشگوار
tasty,با مزه
tatterdemalion,ژندهپوش
tatterdemalion,ژندهپوش
tattoo,خال کوبی کردن
tattoo,خال کوبیدن
tattooing,خال کوبی
taught,اموخته
taunt,بباد طعنه گرفتن
taunt,سرکوفت دادن
taunt,سرکوفت
taunt,زخم زبان زدن
taunt,شماتت کردن
taunt,طعنه زدن
taunter,طعنهزن
taunter,سرزنش کننده
taunting,شماتت
taurine,ثوری
taurine,گاو مانند
tautness,کشیدگی وسفتی
tavern,خمخانه
tavern,خرابات
tavern,شراب خانه
tavern,میخانه
tavern,میکده
tavern keeper,میخانهدار
tavern-keeper,مغ
tavern-keeper,میفروش
taverner,می فروش
taverner,میخانهدار
taw,مهره بازی
taw,تیله بازی کردن
tawie,سست مهار
tawny,گندمگون
tawny,برنگ گندم
tawny,اسمر
tawny,گندمی
tax,فشاراوردن بر
tax,جزیه
tax,سخت گیری
tax,مالیات وضع کردن
tax,مالیات بستن
tax,مالیات
tax,باج
tax collector,تحصیلدار
tax collector,باج گیر
tax collector,تحصیلدار مالیاتی
tax evasion,تقلب در مالیات
tax exempt,معاف از مالیات
tax in cash,مالیات نقدی
tax in kind,مالیات جنسی
taxable,مشمول مالیات
taxable,مالیات بردار
taxation,مالیاتی
taxation,مالیات بندی
taxation,مالیات بندی
taxi,تاکسی
taxidermist,پوست ارا
taxidermy,پوست ارایی
taximeter,تاکسیمتر
taxonomy,طبقه بندی
taxpayer,مودی مالیاتی
taxpayer,مالیات بده
taxpayer,مالیات دهنده
taxpayer,مالیات پرداز
Tayeb,طیب
Tayyebeh,طیبه
tbecome dejected,افسردهشدن
tea,چای
tea cup,چایخوری
tea party,مهمانی چای
tea service,اسباب چای
tea spoon,قاشق چایخوری
tea spoon,قاشقچایخوری
tea-cosy,روقوری
teach,معلمی کردن
teach,اموختن به
teach,اموزش دادن
teach,درس دادن
teach,تعلیم دادن
teach,تدریس کردن
teach,مشق دادن
teach,اموختن
teach,اموزاندن
teach a lesson,ادب کردن
teachable,یادگرفتنی
teachable,یاددادنی
teachable,قابل تعلیم
teachable,اموختنی
teacher,مربی
teacher,اموزنده
teacher,اموزگار
teacher,مربی
teacher,اموختار
teacher,دانش سرا
teacher,معلم
teacher,مدرس
teacher,دبیر
teacher,مدرس
teacher's college,دارالمعلمین
teachership,معلمی
teachership,اموختاری
teaching,سواد اموزی
teaching,معلمی
teaching,تعلیم
teaching and learning,تعلیم و تعلم
teaching machine,ماشین تدریس
teachings,تعالیم
teahouse,چای خانه
teak,ساج
teakettle,کتری چای
teal,مرغابی جره
team,یاتیم درامدن
team,یک دستگاه
team,تیم
team,دسته درست کردن
teammate,عضو تیم
teammate,همگروه
tear,گسیختگی
tear,فرسودگی
tear,دریدگی
tear,پاره کردن
tear,پارگی
tear,دریدن
tear,درانیدن
tear,فرسودهشدن
tear,اشک
tear,پارهکردن
tear,بریده شدن
tear,گسستگی
tear down,درهم دریدن
tear gasses,گاز اشک اور
tear into pieces,پاره پاره کردن
tear jerking,گریه اور
tear up,درهم دریدن
teardrop,قطره اشک
tearful,گریان
tearful,اشکبار
tearfully,گریه کنان
tearing,خرق
tearjerker,گریهاور
tearjerker,گریهاور
tearless,بی اشک
tears,اب غوره
tears,ابغوره
tease,شوخی کردن
tease,سخنان نیشدارگفتن
teasel,شانه چوپان
teaspoon,قاشق چای خوری
teastrainer,چای صاف کن
teaze,سخنان نیشدارگفتن
teazel,شانه چوپان
teazel,ماشین خارزنی
teazle,ماشین خارزنی
teazle,شانه چوپان
teched,بهم خورده
technical,تکنیکی
technical,فنی
technical director,مدیر فنی
technical drawing,رسم فنی
technical knowledge,فن اوری
technical school,هنرسرا
technicality,نکته فنی
technicality,اصطلاحات فنی
technician,ذیفن
technician,کاردانشگردگر
technician,متخصص فنی
technician,اهل هنر
technician,اهل فن
technician,کارشناس فنی
technique,فن
technique,تکنیک
technological,تکنولوژیک
technological,تکنولوژیکی
technology,تکنولوژی
ted,برگردان کردن
teddy bear,خرس عروسکی
tedious,کسل کننده
tedious,ممل
tee shirt,زیر پیراهنی
teem,پر بودن
teenager,نوجوان
teeter,پس وپیش رفتن
teethe,دندان در اوردن
tegmentum,غشاء پوششی
Tegucigalpa,تگوسیگالپا
tegumnentum,غشاء پوششی
Tehran,طهران
Tehran,تهران
Tehrani,تهرانی
Tehrani,تهرانی
Tejeut,تژو
Tel Aviv,تل اویو
Telaviv,تلاویو
telecommunication,مخابرات
Telecommunications company,شرکت مخابرات
telegram,تلگرام
telegram,تلگراف
telegraph,تلگراف
telegraph,تلگراف کردن
telegraph office,تلگراف خانه
telegraph operator,تلگراف چی
telegraph operator,تلگرافچی
telegraphic,تلگرافی
telegraphically,تلگرافی
telegraphy,دورنگاری
teleologist,پایان شناس
teleology,پایان شناسی
telephone,دورگو
telephone booth,کابین تلفن
telephone booth,کیوسک تلفن
telephone communication,رابطه تلفنی
telephone conversation,مکالمه تلفنی
telephone dial,شماره گیر
telephone operator,تلفن چی
telephoner,تلفن کننده
telescope,تلکسوپ
telescope,دوربین نجومی
telescope,تلسکپ
telescope,تلسکوپ
teletype,تله تایپ
televised,تلویزیونی
television,تلویزیون
television flakes,برفک
television program,برنامه تلویزیونی
tell,گفتن
tell,نقل کردن
tell,فرق گذاردن
tell,بیان کردن
tell fortune,طالع دیدن
tell the truth,راست گفتن
telltale,خبرکشی کردن
telltale,خبرچینی کردن
Telomeris,تلومراز
temerity,تهور
temper,خلق
temper,بادوام نمودن
temper,درست ساختن
temper,درست خمیر کردن
temper,اب دیدگی
temperament,فطرت
temperamental,مزاجی
temperaments,امزجه
temperance,اعتدال
temperate,معتدل
temperature,درجه حرارت
temperature,حرارت
temperature,دما
temperature,درجه گرما
tempere,اب دیدهگی
tempered,اب دیده
tempered steel,فولاد ابدیده
temperence,میانگیری
tempest,جوش وخروش
tempestuous,پرتوپ وتشر
templar,وابسته بمعبد
temple,معبد
temple,کنشت
temple,حرم
temple,شقیقه
temple,گیجگاه
temples,احرام
temples,معابد
temporal,غیر روحانی
temporal,شقی
temporal,شقیقهای
temporal,وابستهبگیجگاه
temporal,شقیقهای
temporal,وابسته بگیجگاه
temporal,گیجگاهی
temporal,زودگذر
temporal,فانی
temporal and spatial,سمانی و مکانی
temporality,زود گذری
temporarily,موقتا
temporary,موقتی
temporary,بی دوام
temporary,موقت
Temporary Government,دولت موقت
temporary marriage,متعه
temporize,دست بدست کردان
temprature,درجه
Temproil,تمپرویل
tempt,وسوسه کردن
tempt,جلب لطف کردن
tempt,دچار وسوسه کردن
tempt,فریفتن
tempt,اغواکردن
temptable,فریفته شدنی
temptable,وسوسه پذیر
temptation,وسوسه
temptation,اغوا
tempter,وسوسه گر
tempting,وسوسه امیز
tempting,هوس انگیز
ten,ده
Ten Commandments,احکام دهگانه
Ten Commandments,احکام عشره
ten times,ده برابر
tenability,قابلیت نگهداری
tenable,قابل تصرف
tenable,قابل مدافعه
tenacious,استوار
tenacious,سرسخت
tenacious,چسبنده
tenacity,سرسختی
tenancy,اجاره داری
tenancy,مدت اجاره
tenancy,مالکیت موقت
tenant,اجاره دار
tenant,مستاجر
tenant,متصرف بودن
tenant,مستاجر
tenant,اجاره نشین
tend to,مایل بودن
tenddy boy,مزلف
tendency,تمایل
tendency,گرایش
tender,مناقصه
tender,پیشنهاد مناقصه
tender heart,قلب رقیق
tender hearted,نازک دل
tender-hearted,دل نازک
tenderfoot,مغرب امر
tenderhearted,رقیق القلب
tenderheartedness,رقت قلب
tenderization,نازک سازی
tenderize,ترد کردن
tenderize,لطیف کردن
tenderly brought up,دست پخت
tending,مایل
tendinous,گوشت پوره دار
tendon,زردپی
tendon,رباط
tendon,وتر
tendonous,وتری
tendril,ریشه پیچک
tenet,پایه تفکر
tenet,متعقدات مذهبی
tenfold,دهگانه
tenfold,ده چندان
Tennessee,تنسی
tennis,تنیس
tennis,تنیس
tennis ball,توپ تنیس
tennis court,زمین تنیس
tennis player,تنیس باز
tennis shoe,کفش کتانی
tenon,زبانه دار کردن
tenor,مفهوم
tenor,فحوا
tenor,مفاد
tenruial,تصرفی
tens,ده ها
tense,زمان فعل
tense,وخیم شدن
tensile,کش دار
tensility,کش داری
tension,تمدد
tensionless,بیفشار
tensionless,بی کشش
tensive,کشیده شدنی
tensive,وخیم شونده
tensive,سفت کننده
tensor,تانسور
tent,خرگه
tent,خیمه زدن
tent,چادر
tent,خرگاه
tent,خیمه
tent dwelling,چادر نشینی
tent enclosure,درادق
tentacular,بازوچهای
tentaculata,بازوداران
tentage,خیمه زنی
tentative,ازمایشی
tentative,امتحانی
tentative,عمل تجربی
tentatively,امتحاناً
tenth,عشر
tentless,بی چادر
tentmaker,خیام
tenuity,لطافت
tepid,ولرم
tepid,نیمگرم
tepidity,فقور
tepidity,نیمگرمی
terebinthine,تربانتین
terebinthine,تربانتین
tergiversator,طفره رو
term,ثلث
term,واژه
term,واژک
term,دور
term of office,دوره تصدی
terminable,قابل فسخ
terminable,پایان یافتنی
terminal,پایانه
terminal,انتهای
terminal unit,واحد پایانی
terminat,ببپایان رساندن
terminate,سپری کردن
terminate,فسخکردن
terminated,منقطع
terminating,پایان بخش
terminating,پایان دار
terminating,پایان بخش
termination,پایان یابی
termination,پایان دهی
termination,ختم
termination,ختام
terminative,بپایان رساننده
terminative,مختوم کننده
terminator,فسخ کننده
terminatory,فسخی
terminology,مجموعه اصطلاحات
termite,موریانه
termless,بی مدت
termless,بی وعده
terne,وسرب پوساندن
terneplate,وسرب پوساندن
terpenic,مخلوط باترپن
terpenoid,مخلوط باترپن
terra firma,قطعه اصلی
terrace,تختان
terrace,تراس
terrace,تراس دار کردن
terrace,تختان دار کردن
terrain,نوع زمین
terrain,عوارض زمین
terret,قلاده گردن سگ
terrible,وحشت اور
terrible,وحشتناک
terrible,مصیبتامیز
terrible,بسیار بد
terrific,فوق العاده
terrified,وحشت زده
terrified,مرعوب
terrify,هول دادن
terrify,نهیب زدن
territ,قلاده گردن سگ
territorial,زمینی
territorial,ارضی
territorial integrity,تمامیت ارضی
territorialism,کلیسا سالاری
territoriality,کلیسا سالاری
territory,خطه
territory,سرزمین
territory,قلمرو
territory,قلم رو
terror,ترور
terrorism,تروریسم
terrorism,رعاب و تهدید
terrorism,ارعابگری
terrorist,تروریست
terrorist,ارعابگر
terrorist,تروریست
terrorist operations,عملیات تروریستی
terroristic,تروریستی
terrorization,تهدید وارعاب
terrorization,ارعابگری
